,Risk_Category,Loan_Amount,Credit_Score,Loan_Purpose,Annual_Income,Employment_Length,Debt-to-Income_Ratio,Number_of_Open_Accounts,Number_of_Past_Due_Payments
1436,low-risk,21609.0,722.0,car,45528.46,8,0.3,3,1
1437,low-risk,14987.0,733.0,home improvement,55212.09,2,0.3,2,0
1438,low-risk,17485.0,730.0,car,54316.77,8,0.3,3,1
1439,low-risk,16362.0,712.0,car,52080.94,10,0.3,3,1
1440,low-risk,22346.0,710.0,home improvement,56634.73,2,0.4,4,0
1441,low-risk,19804.0,708.0,home improvement,57366.39,3,0.3,2,1
1442,high-risk,10734.0,664.0,business,53707.98,3,0.5,4,1
1443,high-risk,16757.0,644.0,business,56413.02,8,0.5,3,1
1444,high-risk,15919.0,599.0,business,60683.61,2,0.45,5,1
1445,low-risk,17710.0,690.0,medical expenses,63385.41,8,0.35,4,1
1446,low-risk,21150.0,680.0,debt consolidation,51481.17,10,0.4,4,1
1447,low-risk,17027.0,712.0,business,60516.01,2,0.3,3,1
1448,high-risk,12083.0,521.0,business,53425.42,5,0.45,2,2
1449,low-risk,14973.0,709.0,car,50483.66,3,0.3,2,0
1450,high-risk,15343.0,608.0,debt consolidation,58378.26,8,0.45,5,1
1451,low-risk,25032.0,736.0,home improvement,50674.18,10,0.35,5,0
1452,low-risk,18695.0,700.0,medical expenses,47258.12,3,0.35,4,0
1453,high-risk,14166.0,552.0,home improvement,53823.59,2,0.45,5,2
1454,low-risk,20657.0,715.0,car,52252.05,3,0.3,2,1
1455,high-risk,12346.0,547.0,medical expenses,56007.49,3,0.45,2,2
1456,high-risk,14651.0,621.0,business,55742.05,5,0.45,4,1
1457,low-risk,16712.0,717.0,debt consolidation,58959.18,5,0.3,4,1
1458,low-risk,28305.0,703.0,debt consolidation,46865.9,10,0.3,3,0
1459,low-risk,19245.0,703.0,business,53735.23,10,0.3,2,1
1460,high-risk,11583.0,561.0,home improvement,46115.01,8,0.45,5,2
1461,low-risk,24481.0,685.0,home improvement,56999.4,5,0.4,3,1
1462,low-risk,21833.0,727.0,business,59491.99,2,0.3,3,0
1463,low-risk,17701.0,671.0,business,53780.63,8,0.35,5,1
1464,high-risk,13384.0,534.0,debt consolidation,52252.86,2,0.45,3,1
1465,low-risk,22020.0,695.0,home improvement,49470.93,5,0.3,3,1
1466,high-risk,14041.0,590.0,medical expenses,61382.85,2,0.45,2,1
1467,high-risk,11598.0,612.0,medical expenses,59425.39,2,0.45,2,1
1468,low-risk,25362.0,708.0,car,58816.55,5,0.4,3,0
1469,low-risk,18698.0,689.0,car,58684.72,5,0.4,2,1
1470,high-risk,10991.0,568.0,car,56352.25,3,0.5,4,2
1471,low-risk,23835.0,732.0,home improvement,65369.98,2,0.4,3,1
1472,high-risk,17603.0,607.0,medical expenses,59004.36,8,0.5,5,2
1473,low-risk,23100.0,680.0,home improvement,52510.55,10,0.3,3,1
1474,low-risk,18046.0,718.0,business,46924.71,3,0.3,3,0
1475,high-risk,8719.0,602.0,debt consolidation,42482.9,10,0.5,3,1
1476,low-risk,18726.0,658.0,car,53449.07,8,0.35,2,1
1477,low-risk,21193.0,717.0,business,58035.73,8,0.35,3,0
1478,low-risk,18612.0,704.0,business,59762.32,5,0.35,5,0
1479,low-risk,19079.0,672.0,debt consolidation,54033.18,2,0.4,3,0
1480,low-risk,23431.0,676.0,medical expenses,49650.14,5,0.35,5,1
1481,low-risk,20319.0,639.0,medical expenses,48245.85,2,0.3,3,1
1482,high-risk,17719.0,531.0,business,54925.97,3,0.45,2,1
1483,low-risk,22106.0,730.0,debt consolidation,55747.81,5,0.3,3,0
1484,low-risk,20593.0,661.0,medical expenses,42957.81,5,0.35,3,0
1485,low-risk,12435.0,724.0,car,55084.9,8,0.35,4,0
1486,high-risk,14610.0,621.0,home improvement,59570.61,2,0.45,4,1
1487,low-risk,21175.0,727.0,debt consolidation,55736.24,8,0.3,4,0
1488,high-risk,17490.0,482.0,business,55002.95,5,0.5,4,2
1489,low-risk,22675.0,689.0,home improvement,56356.76,2,0.4,5,1
1490,low-risk,17983.0,691.0,medical expenses,57443.13,2,0.35,3,1
1491,low-risk,21009.0,680.0,medical expenses,51624.9,3,0.4,3,0
1492,low-risk,15299.0,742.0,debt consolidation,62426.92,8,0.35,4,0
1493,low-risk,21221.0,727.0,home improvement,57815.55,3,0.4,4,0
1494,low-risk,25859.0,703.0,medical expenses,55197.47,8,0.35,3,0
1495,high-risk,11026.0,559.0,debt consolidation,55433.44,8,0.45,2,1
1496,low-risk,17721.0,651.0,home improvement,53108.04,2,0.3,5,1
1497,low-risk,17870.0,663.0,business,62207.61,2,0.35,5,0
1498,low-risk,20390.0,714.0,business,61594.85,10,0.35,3,0
1499,high-risk,12987.0,660.0,medical expenses,55230.97,5,0.5,4,2
1500,low-risk,21264.0,708.0,debt consolidation,57763.21,3,0.4,3,1
1501,low-risk,22541.0,644.0,car,65824.71,10,0.35,3,1
1502,low-risk,21603.0,668.0,medical expenses,57496.21,3,0.4,3,1
1503,high-risk,14360.0,523.0,car,48232.26,3,0.5,3,1
1504,low-risk,22986.0,773.0,home improvement,58518.35,5,0.3,3,0
1505,low-risk,22812.0,737.0,debt consolidation,46854.34,3,0.35,3,1
1506,high-risk,15716.0,526.0,medical expenses,50293.14,3,0.5,3,1
1507,high-risk,18129.0,543.0,business,54573.25,2,0.5,3,2
1508,low-risk,20661.0,710.0,home improvement,56238.43,2,0.35,4,1
1509,high-risk,11243.0,617.0,home improvement,60439.28,2,0.45,5,1
1510,low-risk,25771.0,729.0,home improvement,65088.44,5,0.35,4,0
1511,low-risk,17141.0,698.0,car,55996.05,2,0.3,3,1
1512,low-risk,23234.0,721.0,car,56553.78,10,0.3,2,1
1513,low-risk,19741.0,701.0,home improvement,58410.07,10,0.3,3,0
1514,low-risk,19611.0,708.0,medical expenses,50934.97,10,0.3,4,0
1515,high-risk,14936.0,569.0,car,50690.2,5,0.5,3,1
1516,low-risk,19146.0,707.0,debt consolidation,52524.23,8,0.3,4,1
1517,low-risk,17008.0,730.0,business,54565.62,8,0.3,2,1
1518,low-risk,18608.0,662.0,medical expenses,50052.19,10,0.3,4,1
1519,high-risk,16029.0,559.0,debt consolidation,53209.08,8,0.45,3,1
1520,low-risk,18653.0,713.0,car,57496.41,3,0.3,2,0
1521,low-risk,18782.0,743.0,business,57893.77,5,0.3,3,0
1522,low-risk,20290.0,751.0,home improvement,52242.78,10,0.3,5,1
1523,low-risk,15156.0,663.0,business,50840.01,10,0.35,3,0
1524,high-risk,20994.0,651.0,home improvement,47215.68,10,0.45,5,1
1525,high-risk,12076.0,524.0,debt consolidation,57172.57,3,0.5,3,1
1526,low-risk,17608.0,683.0,debt consolidation,56349.94,2,0.35,3,0
1527,high-risk,13072.0,563.0,medical expenses,51895.14,10,0.45,5,1
1528,low-risk,20676.0,700.0,debt consolidation,46399.43,8,0.35,2,0
1529,high-risk,13565.0,643.0,car,57496.32,2,0.45,3,2
1530,low-risk,24232.0,716.0,car,56948.01,3,0.4,4,0
1531,low-risk,19071.0,676.0,business,51104.19,10,0.4,5,1
1532,low-risk,18277.0,748.0,home improvement,49548.21,2,0.4,4,1
1533,low-risk,22615.0,700.0,business,63867.38,10,0.4,2,0
1534,low-risk,21529.0,688.0,medical expenses,54637.85,10,0.35,2,0
1535,low-risk,19438.0,718.0,medical expenses,50637.8,3,0.3,5,0
1536,low-risk,24174.0,728.0,car,57767.65,8,0.35,4,1
1537,high-risk,17855.0,501.0,medical expenses,48523.44,3,0.45,3,1
1538,low-risk,20098.0,694.0,car,55115.32,3,0.3,3,0
1539,low-risk,20064.0,733.0,home improvement,57160.94,8,0.3,3,0
1540,high-risk,14033.0,746.0,business,55964.73,2,0.5,3,1
1541,low-risk,20233.0,682.0,medical expenses,54892.35,3,0.35,5,1
1542,low-risk,24190.0,677.0,home improvement,52853.56,10,0.35,3,1
1543,low-risk,21335.0,667.0,medical expenses,52620.58,3,0.35,3,0
1544,high-risk,18009.0,648.0,debt consolidation,61970.25,8,0.45,3,1
1545,low-risk,19515.0,733.0,medical expenses,51640.17,2,0.4,2,1
1546,low-risk,20993.0,721.0,home improvement,53557.57,8,0.35,3,0
1547,high-risk,11821.0,554.0,medical expenses,45530.73,10,0.5,3,1
1548,high-risk,14024.0,636.0,debt consolidation,64183.65,2,0.5,5,2
1549,low-risk,19004.0,667.0,medical expenses,54230.42,3,0.35,2,0
1550,low-risk,20974.0,677.0,home improvement,56810.32,2,0.35,4,1
1551,low-risk,21440.0,691.0,car,63418.08,3,0.3,4,1
1552,high-risk,11398.0,522.0,home improvement,52034.25,3,0.45,3,1
1553,low-risk,20505.0,684.0,car,49775.44,5,0.35,5,0
1554,low-risk,13516.0,750.0,car,57430.35,3,0.35,2,0
1555,high-risk,15730.0,542.0,business,56384.8,3,0.5,5,1
1556,low-risk,21981.0,690.0,home improvement,64221.67,3,0.35,2,1
1557,low-risk,22243.0,724.0,business,56278.5,5,0.4,2,1
1558,low-risk,18815.0,725.0,car,58646.84,2,0.35,3,1
1559,low-risk,20927.0,690.0,medical expenses,55811.08,5,0.35,2,0
1560,low-risk,24272.0,730.0,car,50898.24,8,0.3,2,0
1561,low-risk,24241.0,724.0,home improvement,47874.43,3,0.4,4,1
1562,low-risk,19912.0,680.0,home improvement,58812.68,5,0.4,3,0
1563,low-risk,20418.0,709.0,home improvement,50204.9,5,0.4,4,0
1564,high-risk,14516.0,604.0,home improvement,57878.03,2,0.5,3,1
1565,low-risk,15498.0,682.0,medical expenses,55279.1,2,0.35,3,1
1566,high-risk,18679.0,592.0,business,54583.16,2,0.5,5,2
1567,low-risk,24007.0,675.0,debt consolidation,53387.42,10,0.4,3,1
1568,high-risk,20238.0,620.0,business,51387.72,2,0.5,3,1
1569,high-risk,10957.0,643.0,car,57044.04,3,0.45,2,1
1570,low-risk,15483.0,703.0,home improvement,53205.09,5,0.4,4,0
1571,high-risk,15538.0,642.0,home improvement,54998.6,8,0.45,5,2
1572,high-risk,16860.0,625.0,debt consolidation,62162.82,8,0.5,3,2
1573,low-risk,20993.0,652.0,business,57744.66,8,0.4,3,1
1574,low-risk,17572.0,724.0,car,53828.99,3,0.3,3,0
1575,low-risk,16923.0,711.0,home improvement,53244.78,5,0.4,4,0
1576,high-risk,11739.0,541.0,debt consolidation,51932.48,10,0.45,5,2
1577,high-risk,14952.0,582.0,debt consolidation,50804.3,10,0.5,4,2
1578,high-risk,14061.0,678.0,car,57117.2,2,0.5,4,2
1579,low-risk,20471.0,701.0,debt consolidation,46945.57,10,0.35,5,0
1580,high-risk,18150.0,615.0,debt consolidation,57127.27,5,0.5,3,1
1581,low-risk,16798.0,763.0,business,64033.3,2,0.35,3,0
1582,low-risk,16223.0,685.0,home improvement,60302.17,3,0.3,3,0
1583,low-risk,16984.0,737.0,business,49530.91,8,0.35,3,0
1584,low-risk,17830.0,714.0,debt consolidation,65334.86,8,0.4,5,1
1585,low-risk,21100.0,683.0,medical expenses,58869.85,2,0.4,4,0
1586,low-risk,17613.0,661.0,car,49472.76,2,0.3,3,0
1587,low-risk,25239.0,669.0,debt consolidation,47693.39,2,0.35,3,1
1588,low-risk,23081.0,734.0,debt consolidation,51840.27,5,0.4,4,1
1589,low-risk,22425.0,752.0,business,55284.23,2,0.35,3,0
1590,low-risk,19641.0,703.0,car,57555.26,5,0.35,3,1
1591,low-risk,24543.0,704.0,home improvement,52476.29,2,0.4,3,1
1592,low-risk,19346.0,723.0,car,52865.71,5,0.35,4,1
1593,low-risk,19906.0,702.0,debt consolidation,56751.12,5,0.35,3,1
1594,low-risk,20510.0,733.0,business,51590.33,10,0.35,2,1
1595,low-risk,22105.0,709.0,medical expenses,55705.04,10,0.4,2,1
1596,low-risk,21911.0,704.0,debt consolidation,58946.89,2,0.35,5,1
1597,low-risk,18575.0,679.0,car,54727.31,2,0.4,5,0
1598,low-risk,18401.0,672.0,car,61949.13,5,0.35,3,1
1599,high-risk,14765.0,578.0,medical expenses,54504.72,5,0.5,4,1
1600,low-risk,22146.0,737.0,car,50161.23,10,0.4,5,1
1601,low-risk,18820.0,696.0,car,64675.04,3,0.4,4,1
1602,low-risk,15238.0,688.0,business,58619.72,8,0.35,2,1
1603,low-risk,19378.0,641.0,car,55457.4,8,0.35,4,0
1604,low-risk,21871.0,681.0,home improvement,55279.1,3,0.3,3,0
1605,low-risk,25416.0,677.0,medical expenses,50983.19,3,0.35,3,1
1606,low-risk,16406.0,676.0,debt consolidation,55391.87,8,0.4,5,1
1607,low-risk,18720.0,710.0,medical expenses,51832.32,10,0.35,4,0
1608,low-risk,18832.0,704.0,debt consolidation,61186.92,8,0.3,3,0
1609,high-risk,10317.0,610.0,business,57151.47,3,0.5,4,2
1610,high-risk,18038.0,593.0,car,56035.65,8,0.5,3,2
1611,high-risk,13773.0,680.0,debt consolidation,52593.47,8,0.45,3,1
1612,high-risk,13371.0,516.0,debt consolidation,55593.64,3,0.45,5,2
1613,low-risk,18786.0,745.0,business,48307.88,10,0.35,3,1
1614,low-risk,16327.0,674.0,medical expenses,58056.27,8,0.3,4,1
1615,low-risk,17322.0,641.0,medical expenses,52549.43,2,0.4,2,1
1616,low-risk,25202.0,704.0,medical expenses,51716.64,2,0.35,5,1
1617,high-risk,13330.0,531.0,car,64214.45,8,0.5,5,1
1618,low-risk,20323.0,710.0,business,58368.0,3,0.35,5,1
1619,high-risk,11584.0,599.0,debt consolidation,49180.62,2,0.5,4,2
1620,low-risk,20876.0,714.0,medical expenses,60289.81,8,0.35,5,1
1621,high-risk,15745.0,609.0,medical expenses,46171.89,3,0.45,5,2
1622,low-risk,20877.0,709.0,medical expenses,50701.23,2,0.35,5,1
1623,low-risk,20345.0,726.0,home improvement,56994.4,10,0.4,5,1
1624,low-risk,22606.0,678.0,car,54952.3,3,0.3,3,0
1625,low-risk,20069.0,709.0,medical expenses,51781.55,2,0.4,4,1
1626,low-risk,17066.0,683.0,home improvement,56307.86,5,0.4,3,0
1627,low-risk,18163.0,760.0,business,52340.59,5,0.3,2,0
1628,high-risk,8978.0,625.0,debt consolidation,55935.33,3,0.5,3,2
1629,low-risk,26080.0,735.0,medical expenses,57384.41,2,0.35,5,1
1630,low-risk,22588.0,650.0,car,62112.56,10,0.3,4,1
1631,low-risk,17510.0,754.0,medical expenses,57776.91,3,0.4,2,0
1632,high-risk,17851.0,589.0,car,54184.37,3,0.45,3,1
1633,low-risk,18089.0,706.0,home improvement,57105.46,10,0.3,4,0
1634,low-risk,24628.0,651.0,car,46242.83,8,0.4,5,1
1635,low-risk,15740.0,660.0,business,62697.56,8,0.3,5,0
1636,low-risk,20343.0,727.0,car,56486.52,10,0.4,5,1
1637,low-risk,19674.0,731.0,debt consolidation,70948.51,10,0.3,2,0
1638,low-risk,22481.0,707.0,home improvement,56482.84,2,0.35,2,0
1639,low-risk,19688.0,722.0,car,56600.08,10,0.35,5,1
1640,high-risk,20921.0,648.0,medical expenses,47339.55,5,0.5,2,1
1641,low-risk,19247.0,679.0,business,51323.94,5,0.4,3,1
1642,low-risk,17084.0,658.0,debt consolidation,55004.06,8,0.35,3,1
1643,low-risk,20239.0,700.0,car,53052.08,5,0.35,4,0
1644,high-risk,13612.0,581.0,car,63946.16,5,0.45,3,1
1645,low-risk,14782.0,712.0,debt consolidation,56246.74,2,0.4,3,0
1646,high-risk,13188.0,534.0,debt consolidation,54110.94,8,0.45,4,2
1647,low-risk,18342.0,680.0,car,58087.62,2,0.35,3,1
1648,low-risk,18855.0,721.0,medical expenses,53319.72,3,0.3,2,1
1649,low-risk,22220.0,720.0,medical expenses,57765.08,5,0.4,3,1
1650,high-risk,16556.0,648.0,medical expenses,48750.89,5,0.45,3,1
1651,low-risk,21247.0,688.0,car,62486.44,2,0.35,3,0
1652,high-risk,16914.0,597.0,home improvement,56959.52,3,0.45,3,2
1653,high-risk,10330.0,591.0,car,57351.24,5,0.45,5,1
1654,low-risk,22333.0,719.0,home improvement,52430.28,10,0.3,5,0
1655,low-risk,17803.0,750.0,medical expenses,59809.87,2,0.3,3,1
1656,low-risk,22344.0,710.0,car,48476.3,8,0.35,3,1
1657,low-risk,20157.0,682.0,medical expenses,52527.34,3,0.4,4,0
1658,high-risk,18561.0,559.0,car,56995.51,5,0.45,3,2
1659,high-risk,19036.0,582.0,medical expenses,54648.37,5,0.5,5,1
1660,low-risk,21144.0,711.0,debt consolidation,49958.42,8,0.35,3,0
1661,low-risk,19878.0,750.0,car,53960.87,5,0.4,2,0
1662,high-risk,16337.0,652.0,home improvement,52527.02,10,0.5,2,2
1663,low-risk,20777.0,727.0,medical expenses,51677.93,10,0.3,2,1
1664,high-risk,12366.0,622.0,business,62589.34,3,0.45,3,2
1665,low-risk,16251.0,689.0,home improvement,51520.72,10,0.35,3,1
1666,low-risk,24301.0,677.0,business,49556.9,3,0.4,4,0
1667,low-risk,14421.0,727.0,medical expenses,49724.21,3,0.4,5,0
1668,low-risk,17946.0,718.0,car,52657.48,2,0.3,3,1
1669,low-risk,19717.0,666.0,car,55649.31,5,0.35,3,1
1670,low-risk,21237.0,705.0,car,57003.13,5,0.3,2,0
1671,low-risk,24729.0,721.0,business,63907.15,10,0.4,2,0
1672,high-risk,10047.0,578.0,medical expenses,45000.09,5,0.45,2,1
1673,high-risk,16245.0,667.0,debt consolidation,48832.25,3,0.45,5,1
1674,low-risk,13619.0,691.0,car,51449.16,3,0.3,2,0
1675,low-risk,20095.0,632.0,medical expenses,51186.35,8,0.35,3,1
1676,low-risk,20815.0,706.0,debt consolidation,47893.54,5,0.35,2,0
1677,low-risk,24772.0,705.0,debt consolidation,54996.43,5,0.35,3,1
1678,low-risk,20362.0,709.0,medical expenses,64612.65,10,0.35,3,0
1679,low-risk,23132.0,733.0,car,59346.87,10,0.3,5,1
1680,low-risk,21752.0,641.0,car,50179.86,2,0.35,3,1
1681,low-risk,18694.0,693.0,home improvement,54483.02,10,0.4,3,0
1682,low-risk,15773.0,672.0,medical expenses,54333.82,3,0.3,4,1
1683,low-risk,20825.0,664.0,debt consolidation,57292.81,3,0.35,4,0
1684,high-risk,17566.0,628.0,business,54677.07,5,0.45,2,1
1685,low-risk,23886.0,721.0,business,52626.76,8,0.4,2,0
1686,low-risk,19514.0,709.0,car,64197.17,5,0.35,3,0
1687,low-risk,23586.0,679.0,home improvement,53444.29,8,0.35,3,1
1688,low-risk,18559.0,696.0,business,52432.65,10,0.3,5,0
1689,high-risk,14993.0,661.0,car,63009.13,2,0.45,3,1
1690,low-risk,20628.0,720.0,home improvement,55986.15,2,0.3,3,1
1691,high-risk,20537.0,650.0,business,56470.37,2,0.5,5,1
1692,low-risk,18702.0,681.0,debt consolidation,62913.13,10,0.3,2,1
1693,low-risk,21177.0,649.0,business,55999.89,8,0.35,2,1
1694,high-risk,12061.0,625.0,business,51660.24,5,0.45,2,1
1695,low-risk,16372.0,648.0,business,57547.03,2,0.3,2,0
1696,low-risk,23728.0,762.0,business,44580.91,5,0.3,3,0
1697,low-risk,22182.0,674.0,car,66637.84,2,0.4,2,0
1698,low-risk,20198.0,733.0,medical expenses,48596.63,8,0.35,2,0
1699,high-risk,19709.0,458.0,debt consolidation,54887.03,10,0.45,3,1
1700,low-risk,19197.0,706.0,medical expenses,56946.17,8,0.35,4,0
1701,low-risk,23968.0,697.0,car,43089.88,8,0.35,5,1
1702,low-risk,20527.0,660.0,business,51312.01,3,0.3,5,0
1703,low-risk,16926.0,685.0,home improvement,63843.76,2,0.4,5,1
1704,low-risk,25544.0,748.0,home improvement,61177.09,8,0.4,4,0
1705,low-risk,22972.0,711.0,medical expenses,62719.43,3,0.35,3,0
1706,low-risk,19637.0,701.0,home improvement,53273.35,5,0.3,5,1
1707,high-risk,18089.0,595.0,medical expenses,61348.23,8,0.5,5,1
1708,low-risk,18789.0,721.0,debt consolidation,57915.84,10,0.35,5,1
1709,low-risk,22487.0,696.0,home improvement,54432.14,3,0.3,5,0
1710,high-risk,12902.0,689.0,business,58232.1,10,0.45,3,1
1711,low-risk,16941.0,677.0,car,56171.76,3,0.35,2,1
1712,low-risk,22938.0,683.0,debt consolidation,57720.12,2,0.35,3,1
1713,low-risk,19251.0,694.0,home improvement,48927.38,5,0.35,3,1
1714,low-risk,20623.0,717.0,home improvement,59351.89,10,0.35,3,1
1715,low-risk,15960.0,663.0,medical expenses,44194.16,8,0.35,3,0
1716,high-risk,16682.0,563.0,debt consolidation,51633.12,5,0.45,3,1
1717,low-risk,23572.0,688.0,car,47051.74,5,0.4,3,1
1718,low-ris,19398.0,673.0,car,65583.7,8,0.3,4,0
1719,high-risk,15161.0,628.0,medical expenses,74300.45,10,0.5,3,1
1720,low-risk,23089.0,630.0,medical expenses,64882.73,10,0.3,4,0
1721,low-risk,25947.0,677.0,medical expenses,61133.9,2,0.4,3,1
1722,low-risk,22861.0,667.0,home improvement,50251.84,3,0.3,4,1
1723,high-risk,20132.0,637.0,debt consolidation,49603.07,5,0.45,3,1
1724,low-risk,17233.0,632.0,car,55973.49,5,0.35,3,1
1725,low-risk,17542.0,706.0,business,53930.53,2,0.35,4,1
1726,low-risk,16433.0,727.0,car,50353.8,3,0.3,3,0
1727,low-risk,21325.0,696.0,debt consolidation,54807.99,3,0.35,2,1
1728,low-risk,20527.0,715.0,medical expenses,45165.77,3,0.35,2,0
1729,low-risk,19544.0,685.0,home improvement,51566.04,8,0.35,3,0
1730,high-risk,13705.0,595.0,car,50235.14,2,0.5,3,2
1731,low-risk,23697.0,700.0,business,57889.16,8,0.3,5,0
1732,low-risk,15423.0,720.0,home improvement,48915.85,3,0.4,4,0
1733,high-risk,14119.0,556.0,car,52883.37,8,0.45,5,1
1734,high-risk,11835.0,655.0,debt consolidation,52823.37,5,0.45,4,1
1735,low-risk,18597.0,693.0,car,56526.55,8,0.35,4,1
1736,low-risk,17605.0,786.0,business,56295.28,8,0.3,2,1
1737,low-risk,23056.0,707.0,home improvement,52028.54,10,0.4,4,1
1738,high-risk,14335.0,575.0,car,57755.67,2,0.45,3,1
1739,high-risk,20192.0,659.0,business,49227.65,3,0.5,4,1
1740,low-risk,20986.0,722.0,car,51322.71,2,0.35,3,0
1741,high-risk,19978.0,585.0,car,53683.45,5,0.45,3,2
1742,low-risk,22349.0,692.0,medical expenses,62450.03,3,0.3,5,1
1743,low-risk,18293.0,690.0,business,61334.38,5,0.4,2,0
1744,low-risk,24226.0,713.0,car,44580.03,8,0.3,3,0
1745,high-risk,15041.0,589.0,home improvement,57768.18,10,0.5,3,1
1746,low-risk,22014.0,624.0,debt consolidation,56276.6,3,0.3,3,0
1747,high-risk,16701.0,651.0,medical expenses,57931.39,5,0.5,3,2
1748,high-risk,10006.0,614.0,medical expenses,50158.62,8,0.5,4,1
1749,high-risk,15889.0,542.0,medical expenses,68881.33,3,0.45,5,2
1750,low-risk,21082.0,677.0,debt consolidation,51925.21,3,0.4,3,0
1751,low-risk,20217.0,704.0,business,55390.65,2,0.3,3,0
1752,low-risk,21667.0,726.0,home improvement,66081.84,3,0.4,3,1
1753,low-risk,19320.0,732.0,debt consolidation,54332.7,5,0.4,3,1
1754,low-risk,18709.0,707.0,home improvement,52185.24,10,0.3,3,1
1755,high-risk,10349.0,563.0,home improvement,59716.9,3,0.45,3,2
1756,low-risk,15583.0,719.0,medical expenses,53478.51,5,0.4,3,1
1757,low-risk,22202.0,714.0,car,55591.84,8,0.3,3,1
1758,low-risk,18276.0,661.0,home improvement,48303.61,8,0.35,5,1
1759,low-risk,18993.0,662.0,home improvement,50051.96,3,0.3,2,1
1760,low-risk,19049.0,637.0,home improvement,56248.51,10,0.35,4,1
1761,low-risk,17590.0,723.0,home improvement,52437.97,3,0.4,3,1
1762,high-risk,9431.0,608.0,medical expenses,48760.47,2,0.45,3,1
1763,low-risk,24172.0,725.0,home improvement,52090.78,3,0.35,2,1
1764,high-risk,11181.0,611.0,car,52483.82,2,0.45,3,2
1765,high-risk,18397.0,536.0,business,55105.73,2,0.5,3,2
1766,low-risk,17041.0,696.0,business,55326.45,2,0.35,4,1
1767,high-risk,14713.0,596.0,home improvement,57819.36,2,0.5,3,1
1768,low-risk,26469.0,682.0,medical expenses,49290.34,2,0.3,3,1
1769,high-risk,15733.0,590.0,car,50507.0,8,0.5,4,1
1770,low-risk,18872.0,775.0,car,49745.77,3,0.35,3,1
1771,high-risk,13719.0,605.0,home improvement,51632.11,3,0.45,2,1
1772,high-risk,16029.0,619.0,medical expenses,51750.13,2,0.5,5,2
1773,high-risk,16398.0,500.0,business,48159.1,2,0.5,5,1
1774,high-risk,12705.0,637.0,debt consolidation,63858.39,2,0.5,3,1
1775,low-risk,17463.0,658.0,home improvement,55810.34,3,0.35,5,1
1776,low-risk,15169.0,737.0,home improvement,51190.02,2,0.3,4,0
1777,low-risk,22260.0,723.0,home improvement,52943.62,2,0.35,4,1
1778,low-risk,16754.0,736.0,medical expenses,54774.37,10,0.4,5,0
1779,low-risk,18984.0,724.0,debt consolidation,54154.17,3,0.4,4,1
1780,low-risk,24399.0,693.0,medical expenses,51821.5,10,0.35,3,0
1781,high-risk,12571.0,587.0,home improvement,60403.16,5,0.45,3,2
1782,low-risk,15402.0,710.0,debt consolidation,55278.16,10,0.4,4,1
